@T,table,,,,,,,,
Created,2018-11-09 16:31,,,,,,,,
Author,HortonMachine library,,,,,,,,
@H,timestamp,value_1,value_1,value_1,value_1,value_1,value_1,value_1,value_1
ID,,1,1,1,1,1,1,1,1
Type,Date,Double,Double,Double,Double,Double,Double,Double,Double
Format,yyyy-MM-dd HH:mm,Latent Heat Shadow (W/m2),Latent Heat Shadow (mm),Latent Heat Sun (W/m2),Latent Heat Sun (mm),ET FAO (W/m2),ET FAO (mm),ET PT (W/m2),ET PT (mm)
,2018-05-25 16:00,153.9496910443,0.2262117909,183.9184249098,0.2702474815,42.618193768,0.0626226521,110.3461686626,0.1621413091
,2018-05-25 17:00,125.2310157127,0.184012921,82.0670425503,0.1205883074,6.2072364919,0.0091208373,14.9709159775,0.0219980806
,2018-05-25 18:00,70.1888532216,0.1031346415,27.7857213656,0.0408279987,0.1073188186,0.000157693,0,0
,2018-05-25 19:00,46.7465981625,0.0686888789,6.903535307,0.0101439702,0.0607305899,8.92367851182995E-05,0,0
,2018-05-25 20:00,0,0,0,0,0.0339778204,4.99265932429277E-05,0,0
,2018-05-25 21:00,0,0,0,0,0.0451365259,6.63230584621688E-05,0,0
,2018-05-25 22:00,0,0,0,0,0.0484793168,7.12349144755434E-05,0,0
,2018-05-25 23:00,0,0,0,0,0.0554495509,8.14768910875266E-05,0,0
,2018-05-26 00:00,0,0,0,0,0.1680188544,0.0002468848,0,0
,2018-05-26 01:00,0,0,0,0,0.1231944337,0.0001810204,0,0
,2018-05-26 02:00,0,0,0,0,0.0083948218,1.23352484197233E-05,0,0
,2018-05-26 03:00,0,0,0,0,0.0276656895,4.06516254035362E-05,0,0
,2018-05-26 04:00,0,0,0,0,0.0205618402,3.02133162780273E-05,0,0
,2018-05-26 05:00,19.3708803381,0.0284633344,7.6294495703,0.0112106198,0.0166537323,2.44707902481696E-05,0,0
,2018-05-26 06:00,25.6261546177,0.0376547578,27.1670632567,0.0399189501,5.8483795652,0.0085935373,14.7236334664,0.0216347267
,2018-05-26 07:00,70.0439547824,0.1029217295,102.7939312303,0.1510441438,36.8561992572,0.0541560479,94.1730835405,0.1383767758
,2018-05-26 08:00,103.188453084,0.1516238494,166.9244357988,0.245276722,54.9858350997,0.0807955128,141.0419025976,0.2072452446
,2018-05-26 09:00,125.5951711249,0.1845480066,228.6227643557,0.3359354905,74.3603333681,0.1092641633,192.9678000212,0.2835445225
,2018-05-26 10:00,125.0131709636,0.1836928226,247.889828108,0.364246278,84.3942395569,0.1240078622,224.7140006154,0.3301920009
,2018-05-26 11:00,119.1097570641,0.1750184185,246.6273735095,0.3623912427,84.6160729985,0.1243338215,228.6063798418,0.3359114153
,2018-05-26 12:00,115.7759917407,0.1701198246,247.1094621216,0.3630996178,82.3840333447,0.1210540898,219.5292462971,0.3225735864
,2018-05-26 13:00,108.3915793471,0.1592692594,215.5948843446,0.3167924831,67.3923799396,0.0990255379,179.3214788388,0.2634927852
,2018-05-26 14:00,105.3164478734,0.1547506989,175.1576022773,0.257374436,45.8209183085,0.0673286963,121.1828031928,0.1780645271
,2018-05-26 15:00,72.2620963176,0.1061810395,103.2397037816,0.1516991566,20.5704327195,0.030225942,52.2904590575,0.0768349602
,2018-05-26 16:00,79.2759932087,0.1164871737,130.971381894,0.1924477448,37.8268507415,0.0555823113,95.4106136786,0.1401951874
,2018-05-26 17:00,110.8299257968,0.1628521359,111.6722561592,0.1640898458,25.7862954144,0.0378900667,65.2023323204,0.0958075087
,2018-05-26 18:00,56.7371318461,0.0833688468,22.1942799971,0.0326120033,0.0505624005,7.42957722332956E-05,0,0
,2018-05-26 19:00,43.7961674201,0.0643535521,4.5243018179,0.0066479537,0.0706313119,0.0001037848,0,0
,2018-05-26 20:00,0,0,0,0,0.0229886166,3.37791916771726E-05,0,0
,2018-05-26 21:00,0,0,0,0,0.0130873992,1.92304641464482E-05,0,0
,2018-05-26 22:00,0,0,0,0,0.0054870677,8.0626300520236E-06,0,0
,2018-05-26 23:00,0,0,0,0,0.0101783825,0.000014956,0,0
,2018-05-27 00:00,0,0,0,0,0.000812274,1.19354543085622E-06,0,0
,2018-05-27 01:00,0,0,0,0,0.0026341614,3.87060452914778E-06,0,0
,2018-05-27 02:00,0,0,0,0,0.0089950005,1.32171436091968E-05,0,0
,2018-05-27 03:00,0,0,0,0,0.0081714314,0.000012007,0,0
,2018-05-27 04:00,0,0,0,0,0.0114689592,1.68523481878072E-05,0,0
,2018-05-27 05:00,16.3424221851,0.024013355,9.2656729532,0.0136148664,0.0101351491,1.48924640049294E-05,0,0
,2018-05-27 06:00,21.9454533408,0.0322463804,30.5769996256,0.0449294688,8.3752143293,0.0123064374,20.844730291,0.0306289914
,2018-05-27 07:00,45.3258841286,0.0666012991,77.2526015659,0.1135140268,25.856136231,0.03799269,64.5490905548,0.0948476433
,2018-05-27 08:00,83.0481238708,0.1220298963,150.6934034821,0.2214270419,51.1506943869,0.075160204,130.0795314649,0.1911372707
,2018-05-27 09:00,100.939530845,0.1483193106,174.5386119753,0.2564648992,54.2575622194,0.0797253975,141.1979679746,0.2074745652
,2018-05-27 10:00,117.8976303757,0.1732373344,232.2128073369,0.3412106557,74.8160251185,0.1099337512,196.2528608735,0.2883715507
,2018-05-27 11:00,118.522214694,0.174155091,258.2629594782,0.3794884303,89.9452566355,0.1321644587,240.4805651876,0.3533591978
,2018-05-27 12:00,89.0575822241,0.1308601208,120.360017072,0.1768555353,13.2702941267,0.0194992077,33.8940829008,0.0498035504
,2018-05-27 13:00,61.932069184,0.0910022241,82.1703742783,0.1207401418,6.5555576645,0.0096326562,16.4078922945,0.024109556
,2018-05-27 14:00,49.8319500047,0.0732224571,65.7964918474,0.0966805594,4.7005486953,0.0069069287,11.6290996211,0.0170876566
,2018-05-27 15:00,17.1042852566,0.0251328273,23.5806330386,0.0346490934,0.0308143724,4.52782614348502E-05,0,0
,2018-05-27 16:00,11.145544575,0.0163771267,12.6890375368,0.0186451164,0.0138184438,2.03046521421284E-05,0,0
,2018-05-27 17:00,8.3215558792,0.0122275923,7.460046823,0.0109617015,0.0033266595,4.88815272394392E-06,0,0
,2018-05-27 18:00,12.3994185515,0.0182195538,4.1991373093,0.0061701609,0.0345523397,5.07707848084185E-05,0,0
,2018-05-27 19:00,79.9356149834,0.1174564139,16.6051323469,0.0243993781,0.0021400569,3.14457338107807E-06,0,0
,2018-05-27 20:00,0,0,0,0,0.0283376546,0.000041639,0,0
,2018-05-27 21:00,0,0,0,0,0.0022704982,3.33624220479826E-06,0,0
,2018-05-27 22:00,0,0,0,0,-0.0068266468,-0.000010031,0,0
,2018-05-27 23:00,0,0,0,0,-0.0014986641,-2.20211869055655E-06,0,0
,2018-05-28 00:00,0,0,0,0,-0.003445258,-5.06241997135869E-06,0,0
,2018-05-28 01:00,0,0,0,0,-0.0031876203,-4.68385022045243E-06,0,0
,2018-05-28 02:00,0,0,0,0,0,0,0,0
,2018-05-28 03:00,0,0,0,0,0,0,0,0
,2018-05-28 04:00,0,0,0,0,0.0041095512,6.03852418490465E-06,0,0
,2018-05-28 05:00,10.5307606673,0.0154737708,7.3448064993,0.0107923687,0.0039269886,5.77026895895304E-06,0,0
,2018-05-28 06:00,11.0117693072,0.016180559,6.9006116352,0.0101396742,0.0060807946,0.000008935,0,0
,2018-05-28 07:00,17.1900180284,0.025258802,53.3191429278,0.0783464957,23.3387473552,0.0342936696,60.6174682408,0.0890705656
,2018-05-28 08:00,34.0229978257,0.0499929764,87.3759087283,0.1283890904,32.7234660237,0.0480834603,81.9138652886,0.1203632306
