@T,table,,,,
Created,2018-11-09 16:31,,,,
Author,HortonMachine library,,,,
@H,timestamp,value_1,value_1,val_1,val_1
ID,,1,1,1,1
Type,Date,Double,Double,,
Format,yyyy-MM-dd HH:mm,LeafTemperature Sun,LeafTemperature Shadow,Air Temperature (°C),Air Temperature (K)
,2018-06-28 14:00,297.9796984258,293.8494968382,21.8166666667,294.8166666667
,2018-06-28 15:00,297.5860742069,293.7517976265,21.4916666667,294.4916666667
,2018-06-28 16:00,294.9515662974,292.2528773902,19.725,292.725
,2018-06-28 17:00,293.48205294,291.2392169171,18.525,291.525
,2018-06-28 18:00,292.7498789201,290.4018252904,17.7,290.7
,2018-06-28 19:00,290.5269594619,289.4087362839,17.0416666667,290.0416666667
,2018-06-28 20:00,288.7766320547,289.4333333333,16.4333333333,289.4333333333
,2018-06-28 21:00,288.068488094,288.575,15.575,288.575
,2018-06-28 22:00,287.5266676848,288.0666666667,15.0666666667,288.0666666667
,2018-06-28 23:00,287.4222650571,287.9166666667,14.9166666667,287.9166666667
,2018-06-29 00:00,287.0600319589,287.5916666667,14.5916666667,287.5916666667
,2018-06-29 01:00,286.9781560985,287.625,14.625,287.625
,2018-06-29 02:00,287.0384491755,287.8583333333,14.8583333333,287.8583333333
,2018-06-29 03:00,286.8114392267,287.7583333333,14.7583333333,287.7583333333
,2018-06-29 04:00,286.1710971931,286.9833333333,13.9833333333,286.9833333333
,2018-06-29 05:00,290.3376300603,286.286005369,13.5666666667,286.5666666667
,2018-06-29 06:00,294.4823815384,288.0521957875,15.075,288.075
,2018-06-29 07:00,302.9318431314,291.6457211363,18.975,291.975
,2018-06-29 08:00,304.811736835,294.9097515277,22.9583333333,295.9583333333
,2018-06-29 09:00,305.8503783499,296.5728341013,24.75,297.75
,2018-06-29 10:00,304.6242523494,297.2349518121,25.9083333333,298.9083333333
,2018-06-29 11:00,304.9595114628,297.8491029913,26.3916666667,299.3916666667
,2018-06-29 12:00,301.7472102849,296.765417771,25,298
,2018-06-29 13:00,304.3234817471,297.8643168792,26.275,299.275
,2018-06-29 14:00,303.1919943098,297.4615761656,25.8333333333,298.8333333333
,2018-06-29 15:00,300.4265016307,296.3854616951,24.6166666667,297.6166666667
,2018-06-29 16:00,303.5643703897,296.9982352779,25.1666666667,298.1666666667
,2018-06-29 17:00,299.9628550103,295.9727213542,23.85,296.85
,2018-06-29 18:00,302.2904248891,296.0028803254,23.8833333333,296.8833333333
,2018-06-29 19:00,293.9650278033,292.7321864022,20.5833333333,293.5833333333
,2018-06-29 20:00,290.966249906,291.9666666667,18.9666666667,291.9666666667
,2018-06-29 21:00,290.0524044652,291.025,18.025,291.025
,2018-06-29 22:00,289.8272974868,290.85,17.85,290.85
,2018-06-29 23:00,289.6910414883,290.65,17.65,290.65
,2018-06-30 00:00,289.6841421756,290.6333333333,17.6333333333,290.6333333333
,2018-06-30 01:00,289.4213496927,290.1,17.1,290.1
,2018-06-30 02:00,289.0318147263,289.7416666667,16.7416666667,289.7416666667
,2018-06-30 03:00,288.8516466643,289.6583333333,16.6583333333,289.6583333333
,2018-06-30 04:00,288.5521312382,289.2833333333,16.2833333333,289.2833333333
,2018-06-30 05:00,291.5958987601,288.8016033036,16.15,289.15
,2018-06-30 06:00,303.2645603613,290.728277449,17.925,290.925
,2018-06-30 07:00,306.4050533677,293.7966763656,21.3166666667,294.3166666667
,2018-06-30 08:00,308.1305506849,296.6791518593,24.7,297.7
,2018-06-30 09:00,307.9797884132,298.4530962304,26.95,299.95
,2018-06-30 10:00,306.3850227781,298.6515744061,26.8916666667,299.8916666667
,2018-06-30 11:00,306.1393543362,298.9484066316,27.1333333333,300.1333333333
,2018-06-30 12:00,306.0954118125,299.3368230791,27.5333333333,300.5333333333
,2018-06-30 13:00,305.9949815985,299.5970099102,27.8583333333,300.8583333333
,2018-06-30 14:00,305.9804095862,299.7271376058,28.1666666667,301.1666666667
,2018-06-30 15:00,305.9162868399,299.6773552765,28.325,301.325
,2018-06-30 16:00,304.9121572139,299.2268765683,27.925,300.925
,2018-06-30 17:00,301.959008426,298.1905140377,26.8,299.8
,2018-06-30 18:00,302.3519148188,297.495492842,25.9,298.9
,2018-06-30 19:00,297.136536637,294.9804809919,23.0166666667,296.0166666667
,2018-06-30 20:00,293.3948559163,294.225,21.225,294.225
,2018-06-30 21:00,294.2260533121,295.2166666667,22.2166666667,295.2166666667
,2018-06-30 22:00,294.4035165828,295.25,22.25,295.25
,2018-06-30 23:00,293.7347819765,294.2416666667,21.2416666667,294.2416666667
,2018-07-01 00:00,292.2866120736,292.35,19.35,292.35
,2018-07-01 01:00,292.0059644099,292.0166666667,19.0166666667,292.0166666667
,2018-07-01 02:00,291.8879662261,292.0416666667,19.0416666667,292.0416666667
,2018-07-01 03:00,291.6831972532,292.0083333333,19.0083333333,292.0083333333
,2018-07-01 04:00,290.7041675781,290.75,17.75,290.75
,2018-07-01 05:00,299.9122736628,290.8494034226,17.3333333333,290.3333333333
,2018-07-01 06:00,296.3505160423,291.2749842087,17.8666666667,290.8666666667
,2018-07-01 07:00,296.0539938247,292.1924932137,18.925,291.925
,2018-07-01 08:00,299.0959125718,293.3806319626,20.1333333333,293.1333333333
,2018-07-01 09:00,299.0998123602,294.2932415686,21.1916666667,294.1916666667
,2018-07-01 10:00,296.63150381,293.3780185366,20.3916666667,293.3916666667
,2018-07-01 11:00,294.2871052728,292.5155364363,19.5833333333,292.5833333333
,2018-07-01 12:00,295.8022580045,293.100906677,20.0583333333,293.0583333333
,2018-07-01 13:00,299.0435095322,294.6411572247,21.7083333333,294.7083333333
,2018-07-01 14:00,298.8636407705,294.8817257712,22.2166666667,295.2166666667
,2018-07-01 15:00,299.4922993566,295.083774773,22.3083333333,295.3083333333
,2018-07-01 16:00,297.5260505667,294.089898392,21.3583333333,294.3583333333
,2018-07-01 17:00,295.6980089959,293.4696207505,20.7666666667,293.7666666667
,2018-07-01 18:00,294.1040637656,292.68313759,20.1666666667,293.1666666667
,2018-07-01 19:00,291.9597169993,291.7323857633,19.5,292.5
,2018-07-01 20:00,291.299459796,292.2166666667,19.2166666667,292.2166666667
,2018-07-01 21:00,290.9552467394,291.8833333333,18.8833333333,291.8833333333
,2018-07-01 22:00,290.8658392927,291.8333333333,18.8333333333,291.8333333333
,2018-07-01 23:00,290.5178205992,291.3833333333,18.3833333333,291.3833333333
,2018-07-02 00:00,289.977107499,290.6166666667,17.6166666667,290.6166666667
,2018-07-02 01:00,289.8217032719,290.45,17.45,290.45
,2018-07-02 02:00,289.8079976428,290.375,17.375,290.375
,2018-07-02 03:00,289.4870244366,289.875,16.875,289.875
,2018-07-02 04:00,289.2356534101,289.5583333333,16.5583333333,289.5583333333
,2018-07-02 05:00,292.7250023989,289.7662772619,16.75,289.75
,2018-07-02 06:00,293.5981526244,290.3335743492,16.8666666667,289.8666666667
,2018-07-02 07:00,299.7749987143,291.7941860081,17.9666666667,290.9666666667
,2018-07-02 08:00,299.0167333383,292.4804192454,19.3666666667,292.3666666667
,2018-07-02 09:00,300.8469046357,293.9073352877,21.12,294.12
,2018-07-02 10:00,297.1548336409,293.1986556651,20.55,293.55
,2018-07-02 11:00,297.5112908179,293.3638195358,20.65,293.65
,2018-07-02 12:00,300.3038899617,295.0241603467,22.4666666667,295.4666666667
,2018-07-02 13:00,300.8687122465,295.3424100828,22.8833333333,295.8833333333
,2018-07-02 14:00,300.9131795771,295.5380143514,23.15,296.15
,2018-07-02 15:00,299.8359244482,295.3510620511,23,296
,2018-07-02 16:00,297.6037115068,294.4948841638,22.125,295.125
,2018-07-02 17:00,296.8575061962,294.0958423464,21.6833333333,294.6833333333
,2018-07-02 18:00,297.4720023586,293.8853325925,21.2833333333,294.2833333333
,2018-07-02 19:00,292.344105455,291.9945299958,19.5333333333,292.5333333333
,2018-07-02 20:00,291.1239188954,291.5416666667,18.5416666667,291.5416666667
,2018-07-02 21:00,290.6974234482,291.0583333333,18.0583333333,291.0583333333
,2018-07-02 22:00,290.2456864231,290.5833333333,17.5833333333,290.5833333333
,2018-07-02 23:00,289.399414121,289.5833333333,16.5833333333,289.5833333333
,2018-07-03 00:00,288.9015620657,289.0083333333,16.0083333333,289.0083333333
,2018-07-03 01:00,288.6098961803,288.6583333333,15.6583333333,288.6583333333
,2018-07-03 02:00,288.3590960612,288.3666666667,15.3666666667,288.3666666667
,2018-07-03 03:00,288.19287006,288.1833333333,15.1833333333,288.1833333333
,2018-07-03 04:00,288.1053166642,288.075,15.075,288.075
,2018-07-03 05:00,301.6388769721,289.1503314851,15.425,288.425
,2018-07-03 06:00,310.3364591222,291.149442664,16.8166666667,289.8166666667
,2018-07-03 07:00,307.0021731764,294.0253308021,20.3333333333,293.3333333333
,2018-07-03 08:00,302.5115230472,294.3533339636,20.6916666667,293.6916666667
,2018-07-03 09:00,298.7396191376,294.2267057918,21.175,294.175
,2018-07-03 10:00,298.2882014637,294.6937205846,21.7416666667,294.7416666667
,2018-07-03 11:00,296.6999283001,294.1906709768,21.2666666667,294.2666666667
,2018-07-03 12:00,296.787239277,294.1876699243,21.2666666667,294.2666666667
,2018-07-03 13:00,297.8112315576,294.9166738071,22.0166666667,295.0166666667
,2018-07-03 14:00,300.2567322124,295.5913039963,22.6583333333,295.6583333333
,2018-07-03 15:00,298.783589014,295.3061736673,22.3416666667,295.3416666667
,2018-07-03 16:00,299.0889087794,295.1676307629,21.8333333333,294.8333333333
,2018-07-03 17:00,294.0331163618,293.2150873542,20.6416666667,293.6416666667
,2018-07-03 18:00,289.2798804317,288.9309169454,15.9,288.9
,2018-07-03 19:00,289.2596811505,288.36472113,15.475,288.475
,2018-07-03 20:00,288.3018169728,287.8858059064,14.9333333333,287.9333333333
,2018-07-03 21:00,287.4254875351,287.425,14.425,287.425
,2018-07-03 22:00,287.4261610728,287.4,14.4,287.4
,2018-07-03 23:00,287.3285327286,287.3083333333,14.3083333333,287.3083333333
,2018-07-04 00:00,287.1487690918,287.1583333333,14.1583333333,287.1583333333
,2018-07-04 01:00,287.3958303188,287.4583333333,14.4583333333,287.4583333333
,2018-07-04 02:00,287.1475179259,287.225,14.225,287.225
,2018-07-04 03:00,286.7458077737,286.8583333333,13.8583333333,286.8583333333
,2018-07-04 04:00,286.7330008317,286.825,13.825,286.825
,2018-07-04 05:00,302.1117273634,287.894820162,14.475,287.475
,2018-07-04 06:00,303.6662109724,289.6200269455,15.7083333333,288.7083333333
,2018-07-04 07:00,300.6373732137,291.4459549823,17.8166666667,290.8166666667
,2018-07-04 08:00,306.3015834934,293.1545069839,19.5166666667,292.5166666667
,2018-07-04 09:00,307.5851902636,296.5025012926,23.9583333333,296.9583333333
,2018-07-04 10:00,306.3024355488,297.3616043406,25.3166666667,298.3166666667
,2018-07-04 11:00,304.7094547323,297.2338346503,25.0083333333,298.0083333333
,2018-07-04 12:00,304.8437402461,297.616917939,25.45,298.45
,2018-07-04 13:00,305.0474556543,297.9412922627,25.825,298.825
,2018-07-04 14:00,302.0256672866,297.3878180185,25.3666666667,298.3666666667
,2018-07-04 15:00,297.7888846068,295.598275909,23.0583333333,296.0583333333
,2018-07-04 16:00,296.3736660192,294.5572676311,21.4333333333,294.4333333333
,2018-07-04 17:00,294.1265069009,292.8462834198,19.525,292.525
,2018-07-04 18:00,292.1857565016,291.5473731987,18.4166666667,291.4166666667
,2018-07-04 19:00,290.3708353551,289.6627771726,16.8083333333,289.8083333333
,2018-07-04 20:00,288.4005073621,288.4166666667,15.4166666667,288.4166666667
,2018-07-04 21:00,287.95342854,287.9333333333,14.9333333333,287.9333333333
,2018-07-04 22:00,287.516665187,287.475,14.475,287.475
,2018-07-04 23:00,287.0842645729,287.0416666667,14.0416666667,287.0416666667
,2018-07-05 00:00,286.9068207082,286.8666666667,13.8666666667,286.8666666667
,2018-07-05 01:00,286.7079123975,286.6666666667,13.6666666667,286.6666666667
,2018-07-05 02:00,286.664325926,286.6416666667,13.6416666667,286.6416666667
,2018-07-05 03:00,286.9659354714,286.95,13.95,286.95
,2018-07-05 04:00,287.7437093542,287.7833333333,14.7833333333,287.7833333333
,2018-07-05 05:00,290.5428846376,288.221302373,14.85,287.85
,2018-07-05 06:00,300.7345592246,289.2298550123,15.3166666667,288.3166666667
,2018-07-05 07:00,301.1833623674,290.8527364971,16.9833333333,289.9833333333
,2018-07-05 08:00,307.1837735476,293.7297381362,19.9333333333,292.9333333333
,2018-07-05 09:00,298.7139704103,293.9647554622,20.7416666667,293.7416666667
,2018-07-05 10:00,301.5356060226,294.3123345819,20.775,293.775
,2018-07-05 11:00,304.6444019858,297.0628947457,24.6583333333,297.6583333333
,2018-07-05 12:00,303.4000841761,296.5030038255,24.125,297.125
,2018-07-05 13:00,302.0264677889,296.6641731213,24.1833333333,297.1833333333
,2018-07-05 14:00,303.5240705659,297.414394072,25.0833333333,298.0833333333
,2018-07-05 15:00,302.7487230473,297.2723197757,25.0583333333,298.0583333333
,2018-07-05 16:00,300.4061934841,296.4075358325,23.9833333333,296.9833333333
,2018-07-05 17:00,299.151921145,295.8916439535,23.5666666667,296.5666666667
,2018-07-05 18:00,297.6786228567,294.8932197222,22.4333333333,295.4333333333
,2018-07-05 19:00,295.7431525047,293.6395775994,21.1666666667,294.1666666667
,2018-07-05 20:00,292.2299776273,292.5,19.5,292.5
,2018-07-05 21:00,291.8515208037,292.3,19.3,292.3
,2018-07-05 22:00,291.5680706456,292.9416666667,19.9416666667,292.9416666667
,2018-07-05 23:00,290.7316005275,292.0166666667,19.0166666667,292.0166666667
,2018-07-06 00:00,289.6516771823,290.5833333333,17.5833333333,290.5833333333
,2018-07-06 01:00,289.3057349697,290.3083333333,17.3083333333,290.3083333333
,2018-07-06 02:00,288.3232456627,289.1083333333,16.1083333333,289.1083333333
,2018-07-06 03:00,287.0197556343,287.5,14.5,287.5
,2018-07-06 04:00,286.2845510694,286.6916666667,13.6916666667,286.6916666667
,2018-07-06 05:00,291.2874482454,286.5809122821,13.35,286.35
,2018-07-06 06:00,302.4361410357,288.3272421094,14.9833333333,287.9833333333
,2018-07-06 07:00,304.1297375398,291.8648369373,19.1083333333,292.1083333333
,2018-07-06 08:00,306.3177928629,294.6662151705,22.35,295.35
,2018-07-06 09:00,306.2971492478,296.7583549904,24.875,297.875
,2018-07-06 10:00,305.5696411195,297.0643046877,25.325,298.325
,2018-07-06 11:00,305.4893454779,297.4732255374,25.75,298.75
,2018-07-06 12:00,298.4859388842,295.5961540201,23.5416666667,296.5416666667
,2018-07-06 13:00,292.5227279429,291.5242240162,18.6583333333,291.6583333333
,2018-07-06 14:00,292.6325817881,290.4331987239,17.0166666667,290.0166666667
,2018-07-06 15:00,299.8953433507,293.2913010864,19.7,292.7
,2018-07-06 16:00,298.9882716589,293.4699984369,19.9833333333,292.9833333333
,2018-07-06 17:00,293.5726337406,291.5487187655,18.5583333333,291.5583333333
,2018-07-06 18:00,292.5711684403,291.4580574814,19.1833333333,292.1833333333
,2018-07-06 19:00,292.6534856753,291.1967687673,19.3166666667,292.3166666667
,2018-07-06 20:00,294.696258855,290.4396146365,18.5416666667,291.5416666667
,2018-07-06 21:00,289.9936230146,291.1083333333,18.1083333333,291.1083333333
,2018-07-06 22:00,289.5653680823,290.6916666667,17.6916666667,290.6916666667
,2018-07-06 23:00,290.2651862999,291.6833333333,18.6833333333,291.6833333333
,2018-07-07 00:00,289.7848280533,291.0666666667,18.0666666667,291.0666666667
,2018-07-07 01:00,289.8975144534,291.4166666667,18.4166666667,291.4166666667
,2018-07-07 02:00,290.5932266358,292.3166666667,19.3166666667,292.3166666667
,2018-07-07 03:00,290.084674837,291.8583333333,18.8583333333,291.8583333333
,2018-07-07 04:00,289.1909587434,290.675,17.675,290.675
,2018-07-07 05:00,291.993369048,287.9733346134,15.7083333333,288.7083333333
,2018-07-07 06:00,298.6113877515,289.5154222232,17.0583333333,290.0583333333
,2018-07-07 07:00,302.4385861187,292.9821521278,20.9,293.9
,2018-07-07 08:00,303.8987183107,295.08363362,23.275,296.275
,2018-07-07 09:00,305.7648677487,296.7966319764,25.1916666667,298.1916666667
,2018-07-07 10:00,305.359745972,297.3245715782,25.8583333333,298.8583333333
,2018-07-07 11:00,305.6650999932,297.7766570029,26.4833333333,299.4833333333
,2018-07-07 12:00,301.339642848,296.5063152646,24.975,297.975
,2018-07-07 13:00,301.6063211522,296.3966178937,24.45,297.45
,2018-07-07 14:00,306.6403195285,298.2757247677,26.8833333333,299.8833333333
,2018-07-07 15:00,304.988063004,298.078339308,26.85,299.85
,2018-07-07 16:00,301.6936717354,296.7527908677,25.275,298.275
,2018-07-07 17:00,301.171268045,296.0969881268,24.2166666667,297.2166666667
,2018-07-07 18:00,298.7188599773,294.5098283855,22.425,295.425
,2018-07-07 19:00,293.5349675358,292.0637804694,20.0333333333,293.0333333333
,2018-07-07 20:00,291.0352683129,291.8083333333,18.8083333333,291.8083333333
,2018-07-07 21:00,290.1171093904,290.775,17.775,290.775
,2018-07-07 22:00,289.3532348948,289.8916666667,16.8916666667,289.8916666667
,2018-07-07 23:00,288.8350116403,289.35,16.35,289.35
,2018-07-08 00:00,288.027383329,288.7666666667,15.7666666667,288.7666666667
,2018-07-08 01:00,287.1832988698,288.3333333333,15.3333333333,288.3333333333
,2018-07-08 02:00,286.7523507715,287.925,14.925,287.925
,2018-07-08 03:00,286.4387070856,287.4416666667,14.4416666667,287.4416666667
,2018-07-08 04:00,286.7691824466,287.7,14.7,287.7
,2018-07-08 05:00,292.9173705998,287.1184180238,14.1916666667,287.1916666667
,2018-07-08 06:00,303.2119001115,288.776527579,15.3166666667,288.3166666667
,2018-07-08 07:00,303.8828143683,291.4191501997,18.375,291.375
,2018-07-08 08:00,305.1202081473,294.1857199378,21.8,294.8
,2018-07-08 09:00,305.4316899388,295.8527172228,23.8,296.8
,2018-07-08 10:00,304.830756852,296.6158625661,24.5333333333,297.5333333333
,2018-07-08 11:00,304.3853699861,296.8304710215,24.7166666667,297.7166666667
,2018-07-08 12:00,304.9853409567,297.4505197734,25.4583333333,298.4583333333
,2018-07-08 13:00,304.6309833312,297.6841905248,25.775,298.775
,2018-07-08 14:00,303.6722353278,297.6792542711,25.8583333333,298.8583333333
,2018-07-08 15:00,304.4458734929,298.0748186185,26.4833333333,299.4833333333
,2018-07-08 16:00,305.8216387709,298.7931387375,27.4583333333,300.4583333333
,2018-07-08 17:00,301.3549186841,296.8511982544,25.3416666667,298.3416666667
,2018-07-08 18:00,303.3349674083,295.811816066,23.3833333333,296.3833333333
,2018-07-08 19:00,293.3076880399,292.2697212846,20.0166666667,293.0166666667
,2018-07-08 20:00,290.9660466217,291.525,18.525,291.525
,2018-07-08 21:00,290.5671257701,291.075,18.075,291.075
,2018-07-08 22:00,291.5360407338,292.1666666667,19.1666666667,292.1666666667
,2018-07-08 23:00,290.6356840725,291.225,18.225,291.225
,2018-07-09 00:00,288.9054044515,289.3166666667,16.3166666667,289.3166666667
,2018-07-09 01:00,288.0033802052,288.25,15.25,288.25
,2018-07-09 02:00,287.5847077125,287.775,14.775,287.775
,2018-07-09 03:00,287.2588668545,287.3833333333,14.3833333333,287.3833333333
,2018-07-09 04:00,286.9629344051,287.025,14.025,287.025
,2018-07-09 05:00,299.4399533136,287.9377824461,14.275,287.275
,2018-07-09 06:00,303.6141838106,289.2598314207,15.5,288.5
,2018-07-09 07:00,305.9029181657,292.6850451733,19.5583333333,292.5583333333
,2018-07-09 08:00,305.6903213442,294.9947337428,22.5333333333,295.5333333333
,2018-07-09 09:00,305.8516212858,296.783298315,24.6916666667,297.6916666667
,2018-07-09 10:00,304.3879737254,296.7645584384,24.8666666667,297.8666666667
,2018-07-09 11:00,304.7221753067,297.5051297132,25.6833333333,298.6833333333
,2018-07-09 12:00,305.269185322,297.6815568163,26.0083333333,299.0083333333
,2018-07-09 13:00,307.2258674325,298.5289717191,27.05,300.05
,2018-07-09 14:00,304.1689036153,297.860218883,26.4,299.4
,2018-07-09 15:00,302.6233646723,297.0388225193,25.4916666667,298.4916666667
,2018-07-09 16:00,301.8759324132,296.4541041135,24.8916666667,297.8916666667
,2018-07-09 17:00,298.7159307613,295.4331991192,23.7333333333,296.7333333333
,2018-07-09 18:00,295.0623698372,293.4328255091,21.3916666667,294.3916666667
,2018-07-09 19:00,292.8803143609,292.1894462823,20.1666666667,293.1666666667
,2018-07-09 20:00,291.1374491757,292.0833333333,19.0833333333,292.0833333333
,2018-07-09 21:00,290.3502899283,291.1583333333,18.1583333333,291.1583333333
,2018-07-09 22:00,289.7084994823,290.2583333333,17.2583333333,290.2583333333
,2018-07-09 23:00,289.6253882224,290.1583333333,17.1583333333,290.1583333333
,2018-07-10 00:00,289.7132476215,290.2666666667,17.2666666667,290.2666666667
,2018-07-10 01:00,289.4688179055,289.8833333333,16.8833333333,289.8833333333
,2018-07-10 02:00,289.7547277648,290.2,17.2,290.2
,2018-07-10 03:00,289.6218240338,290.025,17.025,290.025
,2018-07-10 04:00,289.8755312859,290.1916666667,17.1916666667,290.1916666667
,2018-07-10 05:00,299.0965736971,290.2404798522,17.0166666667,290.0166666667
,2018-07-10 06:00,300.6330600037,291.1559519639,17.5166666667,290.5166666667
,2018-07-10 07:00,303.3970491114,293.0908878225,20.0333333333,293.0333333333
,2018-07-10 08:00,303.1100991846,294.6802421483,22.1083333333,295.1083333333
,2018-07-10 09:00,303.7255796763,295.6384491103,23.1666666667,296.1666666667
,2018-07-10 10:00,304.2215124306,296.3793992776,24.3333333333,297.3333333333
,2018-07-10 11:00,305.0177058663,296.9363613734,25.1583333333,298.1583333333
,2018-07-10 12:00,297.2355523365,294.7628708506,22.8583333333,295.8583333333
,2018-07-10 13:00,301.5565716088,295.4745430909,23.1583333333,296.1583333333
,2018-07-10 14:00,301.8504322248,296.0847210992,24.2333333333,297.2333333333
,2018-07-10 15:00,300.295275451,295.7759633243,23.8333333333,296.8333333333
,2018-07-10 16:00,298.8135670346,295.1802250471,23.0666666667,296.0666666667
,2018-07-10 17:00,298.2369080194,294.8367175897,22.625,295.625
,2018-07-10 18:00,295.0064671204,293.2105903885,20.7083333333,293.7083333333
,2018-07-10 19:00,291.9148709691,291.3220893433,18.6,291.6
,2018-07-10 20:00,290.8687486526,290.9416666667,17.9416666667,290.9416666667
,2018-07-10 21:00,290.7813413694,290.8166666667,17.8166666667,290.8166666667
,2018-07-10 22:00,290.0504726697,290.0916666667,17.0916666667,290.0916666667
,2018-07-10 23:00,289.1825323289,289.1833333333,16.1833333333,289.1833333333
,2018-07-11 00:00,288.756799545,288.7416666667,15.7416666667,288.7416666667
,2018-07-11 01:00,288.5794168749,288.5416666667,15.5416666667,288.5416666667
,2018-07-11 02:00,288.4453508846,288.4,15.4,288.4
,2018-07-11 03:00,288.2723449783,288.225,15.225,288.225
,2018-07-11 04:00,288.1204718397,288.075,15.075,288.075
,2018-07-11 05:00,293.2152751183,288.4883435959,15.1333333333,288.1333333333
,2018-07-11 06:00,292.1941661511,289.0815276669,15.5833333333,288.5833333333
,2018-07-11 07:00,294.9748028543,290.3737521042,16.7666666667,289.7666666667
,2018-07-11 08:00,300.6738295645,291.8926497795,17.9833333333,290.9833333333
,2018-07-11 09:00,296.130807448,291.6916350157,18.3666666667,291.3666666667
,2018-07-11 10:00,294.4472929424,291.2306809609,18.0083333333,291.0083333333
,2018-07-11 11:00,298.8806664544,293.059865807,19.6833333333,292.6833333333
,2018-07-11 12:00,296.9798186825,293.0905627159,19.9916666667,292.9916666667
,2018-07-11 13:00,300.4174975082,294.5394639801,21.7083333333,294.7083333333
,2018-07-11 14:00,301.9217476844,294.8348058017,22.1833333333,295.1833333333
,2018-07-11 15:00,300.9424329387,294.3188923746,21.7166666667,294.7166666667
,2018-07-11 16:00,297.313940624,293.2379103598,20.6333333333,293.6333333333
,2018-07-11 17:00,296.3964809593,292.8825337697,20.0833333333,293.0833333333
,2018-07-11 18:00,296.6474545637,292.0114350491,18.9416666667,291.9416666667
,2018-07-11 19:00,291.9072214532,290.8541252975,18.175,291.175
,2018-07-11 20:00,290.3023989811,290.525,17.525,290.525
,2018-07-11 21:00,289.9400681585,290.1083333333,17.1083333333,290.1083333333
,2018-07-11 22:00,289.6892653653,289.775,16.775,289.775
,2018-07-11 23:00,289.5965389907,289.675,16.675,289.675
,2018-07-12 00:00,289.2821698792,289.3166666667,16.3166666667,289.3166666667
,2018-07-12 01:00,289.2956397529,289.3083333333,16.3083333333,289.3083333333
,2018-07-12 02:00,289.3432783831,289.35,16.35,289.35
,2018-07-12 03:00,289.2190224631,289.2333333333,16.2333333333,289.2333333333
,2018-07-12 04:00,289.130214691,289.125,16.125,289.125
,2018-07-12 05:00,297.1621612092,289.7053294692,16.3083333333,289.3083333333
,2018-07-12 06:00,295.1931660955,290.2336898516,17.0083333333,290.0083333333
,2018-07-12 07:00,294.598869285,290.779242991,17.55,290.55
,2018-07-12 08:00,297.1389745098,291.8228066129,18.6,291.6
,2018-07-12 09:00,302.083997753,294.0880564598,21.0333333333,294.0333333333
,2018-07-12 10:00,303.9137128064,295.6816886391,23.05,296.05
,2018-07-12 11:00,298.6984708161,294.8866455054,22.2666666667,295.2666666667
,2018-07-12 12:00,294.542294975,292.7890413055,19.8416666667,292.8416666667
,2018-07-12 13:00,297.1000106813,293.3792333668,20.0916666667,293.0916666667
,2018-07-12 14:00,296.7428938025,293.5771932021,20.4916666667,293.4916666667
,2018-07-12 15:00,298.1652518865,294.2271593572,21.3416666667,294.3416666667
,2018-07-12 16:00,296.8014189667,293.7860412841,20.7916666667,293.7916666667
,2018-07-12 17:00,297.7158107699,293.4944687005,19.9833333333,292.9833333333
,2018-07-12 18:00,298.2331358844,293.3264329652,19.9583333333,292.9583333333
,2018-07-12 19:00,292.6958651072,291.5274895001,18.85,291.85
,2018-07-12 20:00,290.8468022546,291,18,291
,2018-07-12 21:00,290.1842422169,290.2916666667,17.2916666667,290.2916666667
,2018-07-12 22:00,289.7174265336,289.7916666667,16.7916666667,289.7916666667
,2018-07-12 23:00,289.5032166022,289.5666666667,16.5666666667,289.5666666667
,2018-07-13 00:00,289.2440398173,289.2583333333,16.2583333333,289.2583333333
,2018-07-13 01:00,289.0652003316,289.0583333333,16.0583333333,289.0583333333
,2018-07-13 02:00,288.5309568874,288.5166666667,15.5166666667,288.5166666667
,2018-07-13 03:00,287.7169560353,287.6916666667,14.6916666667,287.6916666667
,2018-07-13 04:00,287.3357869641,287.3,14.3,287.3
,2018-07-13 05:00,297.8246067488,287.88174655,14.175,287.175
,2018-07-13 06:00,307.4045179731,289.3060258439,14.9583333333,287.9583333333
,2018-07-13 07:00,306.7948812996,292.0944695741,18.4333333333,291.4333333333
,2018-07-13 08:00,305.1450639796,294.5591956034,21.5416666667,294.5416666667
,2018-07-13 09:00,306.2386340763,296.5423919568,23.9083333333,296.9083333333
,2018-07-13 10:00,307.0196137872,297.8786697806,25.5333333333,298.5333333333
,2018-07-13 11:00,304.2640860704,297.1276093279,24.6416666667,297.6416666667
,2018-07-13 12:00,302.5963720362,296.4683435089,23.8666666667,296.8666666667
,2018-07-13 13:00,303.2891826587,296.8884688744,24.35,297.35
,2018-07-13 14:00,297.8913893297,295.1904889461,22.5,295.5
,2018-07-13 15:00,300.4694347714,295.6389068817,22.8916666667,295.8916666667
,2018-07-13 16:00,300.3889199881,296.0510296072,23.5,296.5
,2018-07-13 17:00,300.4760725397,295.528184598,22.65,295.65
,2018-07-13 18:00,299.8212429222,294.9676216048,21.925,294.925
,2018-07-13 19:00,294.4403593484,292.4823578224,19.7666666667,292.7666666667
,2018-07-13 20:00,291.586125338,291.7833333333,18.7833333333,291.7833333333
,2018-07-13 21:00,291.2296501843,291.3916666667,18.3916666667,291.3916666667
,2018-07-13 22:00,290.8466496672,290.925,17.925,290.925
