@T,table,,,,
Created,2018-11-09 16:31,,,,
Author,HortonMachine library,,,,
@H,timestamp,value_1,value_1,val_1,val_1
ID,,1,1,1,1
Type,Date,Double,Double,,
Format,yyyy-MM-dd HH:mm,LeafTemperature Sun,LeafTemperature Shadow,Air Temperature (°C),Air Temperature (K)
,2018-07-13 23:00,290.7189494274,290.7916666667,17.7916666667,290.7916666667
,2018-07-14 00:00,290.3238740424,290.3583333333,17.3583333333,290.3583333333
,2018-07-14 01:00,290.3909671826,290.425,17.425,290.425
,2018-07-14 02:00,290.2837053791,290.3083333333,17.3083333333,290.3083333333
,2018-07-14 03:00,290.0735012463,290.1166666667,17.1166666667,290.1166666667
,2018-07-14 04:00,289.6758144247,289.675,16.675,289.675
,2018-07-14 05:00,299.8437067546,289.7980021908,16.5083333333,289.5083333333
,2018-07-14 06:00,297.4846332615,290.8388554473,17.4,290.4
,2018-07-14 07:00,306.3311345786,294.0396420948,20.725,293.725
,2018-07-14 08:00,307.1191468923,296.4136392397,23.5583333333,296.5583333333
,2018-07-14 09:00,307.9775448633,298.0841202398,25.7833333333,298.7833333333
,2018-07-14 10:00,305.9015622595,298.2697766018,25.9166666667,298.9166666667
,2018-07-14 11:00,304.5468160125,298.6585686708,26.4833333333,299.4833333333
,2018-07-14 12:00,299.3746533185,296.6182099909,24.1083333333,297.1083333333
,2018-07-14 13:00,301.6961318968,297.459480935,25.1083333333,298.1083333333
,2018-07-14 14:00,300.9276957827,297.0199015849,24.4666666667,297.4666666667
,2018-07-14 15:00,302.9848777347,297.5114927084,24.8666666667,297.8666666667
,2018-07-14 16:00,303.0799304595,297.9974293763,25.7666666667,298.7666666667
,2018-07-14 17:00,298.685208202,296.1024036546,23.7,296.7
,2018-07-14 18:00,296.5451521355,295.1978254634,22.6166666667,295.6166666667
,2018-07-14 19:00,294.603059045,294.2746553419,21.7916666667,294.7916666667
,2018-07-14 20:00,292.2485521674,292.4833333333,19.4833333333,292.4833333333
,2018-07-14 21:00,291.1496733203,291.2416666667,18.2416666667,291.2416666667
,2018-07-14 22:00,290.3079423702,290.3333333333,17.3333333333,290.3333333333
,2018-07-14 23:00,289.9835990515,289.9666666667,16.9666666667,289.9666666667
,2018-07-15 00:00,290.1100873186,290.075,17.075,290.075
,2018-07-15 01:00,289.2667975636,289.2333333333,16.2333333333,289.2333333333
,2018-07-15 02:00,288.6428955026,288.6166666667,15.6166666667,288.6166666667
,2018-07-15 03:00,288.6460019314,288.6166666667,15.6166666667,288.6166666667
,2018-07-15 04:00,288.501801351,288.475,15.475,288.475
,2018-07-15 05:00,292.1232423446,289.2109856031,15.8916666667,288.8916666667
,2018-07-15 06:00,294.6722795839,290.1137475681,16.65,289.65
,2018-07-15 07:00,306.3126551092,293.0879168526,19.4166666667,292.4166666667
,2018-07-15 08:00,307.2515554177,295.5151840678,22.6666666667,295.6666666667
,2018-07-15 09:00,307.5315770309,297.1081788213,24.8916666667,297.8916666667
,2018-07-15 10:00,304.6160757794,297.495726995,25.5833333333,298.5833333333
,2018-07-15 11:00,303.08533505,296.8745977646,24.7,297.7
,2018-07-15 12:00,302.8353999373,297.2228869182,25.1416666667,298.1416666667
,2018-07-15 13:00,303.1521608087,297.304979955,25.2333333333,298.2333333333
,2018-07-15 14:00,304.0231182627,297.8534597776,25.9333333333,298.9333333333
,2018-07-15 15:00,302.2694158845,296.9401959015,24.8583333333,297.8583333333
,2018-07-15 16:00,300.2457810911,296.6077015202,24.5666666667,297.5666666667
,2018-07-15 17:00,297.6684276805,295.1710144432,22.7833333333,295.7833333333
,2018-07-15 18:00,297.2261931902,294.8337154983,22.4,295.4
,2018-07-15 19:00,294.2623304418,293.6852612857,21.1916666667,294.1916666667
,2018-07-15 20:00,292.6261220096,293.2,20.2,293.2
,2018-07-15 21:00,292.2851611044,292.8666666667,19.8666666667,292.8666666667
,2018-07-15 22:00,292.4108895838,292.8916666667,19.8916666667,292.8916666667
,2018-07-15 23:00,291.396005981,291.7416666667,18.7416666667,291.7416666667
,2018-07-16 00:00,290.8492492137,291.025,18.025,291.025
,2018-07-16 01:00,289.9375610486,290.0916666667,17.0916666667,290.0916666667
,2018-07-16 02:00,289.4480347866,289.4916666667,16.4916666667,289.4916666667
,2018-07-16 03:00,288.9641549083,288.9833333333,15.9833333333,288.9833333333
,2018-07-16 04:00,288.5502577882,288.55,15.55,288.55
,2018-07-16 05:00,296.8807850458,288.6934279944,14.9083333333,287.9083333333
,2018-07-16 06:00,300.1975748393,288.7405829259,14.7833333333,287.7833333333
,2018-07-16 07:00,303.6388511001,291.1567157415,17.575,290.575
,2018-07-16 08:00,304.3631726221,293.6677364025,20.4833333333,293.4833333333
,2018-07-16 09:00,305.4525210895,295.6007263083,22.825,295.825
,2018-07-16 10:00,305.1801490855,296.8853492383,24.6833333333,297.6833333333
,2018-07-16 11:00,305.3523714317,297.5213291853,25.3416666667,298.3416666667
,2018-07-16 12:00,304.1656790809,297.2657516935,24.9,297.9
,2018-07-16 13:00,300.0677268237,296.1707381112,23.6583333333,296.6583333333
,2018-07-16 14:00,296.6143991088,294.7099196788,22.0166666667,295.0166666667
,2018-07-16 15:00,296.3072039271,294.3915867304,21.55,294.55
,2018-07-16 16:00,297.0681868106,294.4655320058,21.5916666667,294.5916666667
,2018-07-16 17:00,294.9937572739,293.2228121187,20.1,293.1
,2018-07-16 18:00,293.8664528629,292.4465086874,19.1166666667,292.1166666667
,2018-07-16 19:00,294.5667509561,292.6195704524,18.4583333333,291.4583333333
,2018-07-16 20:00,290.6587070025,290.7083333333,17.7083333333,290.7083333333
,2018-07-16 21:00,289.6095185075,289.6916666667,16.6916666667,289.6916666667
,2018-07-16 22:00,289.4587015819,289.4333333333,16.4333333333,289.4333333333
,2018-07-16 23:00,289.4437373219,289.4083333333,16.4083333333,289.4083333333
,2018-07-17 00:00,288.6945026332,288.6666666667,15.6666666667,288.6666666667
,2018-07-17 01:00,288.2158627434,288.175,15.175,288.175
,2018-07-17 02:00,287.8379904619,287.7916666667,14.7916666667,287.7916666667
,2018-07-17 03:00,287.3937681899,287.3416666667,14.3416666667,287.3416666667
,2018-07-17 04:00,287.0188533584,286.9666666667,13.9666666667,286.9666666667
,2018-07-17 05:00,294.7125682541,287.2854233644,13.7083333333,286.7083333333
,2018-07-17 06:00,296.0648755277,287.9697749407,14.175,287.175
,2018-07-17 07:00,306.4285931143,291.4671275354,17.7083333333,290.7083333333
,2018-07-17 08:00,304.5532084422,294.2024927229,21.4166666667,294.4166666667
,2018-07-17 09:00,305.1713072685,296.1908116796,24.3583333333,297.3583333333
,2018-07-17 10:00,305.4587285105,297.7205632347,26.5416666667,299.5416666667
,2018-07-17 11:00,305.1944618356,298.5118767229,27.7416666667,300.7416666667
,2018-07-17 12:00,303.7575491552,298.1384340759,26.55,299.55
,2018-07-17 13:00,302.9806757669,297.6372932851,25.5083333333,298.5083333333
,2018-07-17 14:00,301.0028402772,297.1011675922,24.9083333333,297.9083333333
,2018-07-17 15:00,302.4374287541,297.0880079504,24.9,297.9
,2018-07-17 16:00,305.8825889184,298.5663733064,26.85,299.85
,2018-07-17 17:00,302.4023463373,297.5936595813,25.9333333333,298.9333333333
,2018-07-17 18:00,299.6121226828,295.4443864358,23.2166666667,296.2166666667
,2018-07-17 19:00,293.1804386971,292.4863696038,20.0833333333,293.0833333333
,2018-07-17 20:00,290.9665465277,291.5333333333,18.5333333333,291.5333333333
,2018-07-17 21:00,289.8410699075,290.7166666667,17.7166666667,290.7166666667
,2018-07-17 22:00,289.1520972812,290.4833333333,17.4833333333,290.4833333333
,2018-07-17 23:00,288.6149070886,289.925,16.925,289.925
,2018-07-18 00:00,288.9238875211,290.5166666667,17.5166666667,290.5166666667
,2018-07-18 01:00,289.5602014,291.3416666667,18.3416666667,291.3416666667
,2018-07-18 02:00,289.0026761146,290.6833333333,17.6833333333,290.6833333333
,2018-07-18 03:00,289.2242477228,290.9416666667,17.9416666667,290.9416666667
,2018-07-18 04:00,288.7572473353,290.4166666667,17.4166666667,290.4166666667
,2018-07-18 05:00,294.3649172665,288.6775660492,16.7666666667,289.7666666667
,2018-07-18 06:00,294.566897689,289.1605196624,16.9,289.9
,2018-07-18 07:00,305.4083876726,292.9541428686,20.825,293.825
,2018-07-18 08:00,306.2791072745,295.5955185703,23.7333333333,296.7333333333
,2018-07-18 09:00,304.7227244024,296.9532434246,25.5166666667,298.5166666667
,2018-07-18 10:00,306.5658169617,298.4518685908,27.425,300.425
,2018-07-18 11:00,307.7248561135,299.4536095067,29.1333333333,302.1333333333
,2018-07-18 12:00,306.6539817379,299.4645193839,28.7333333333,301.7333333333
,2018-07-18 13:00,306.6861003448,299.7393053283,29.0083333333,302.0083333333
,2018-07-18 14:00,306.129943386,299.5165272787,28.7,301.7
,2018-07-18 15:00,307.2599190574,299.9382435464,29.5416666667,302.5416666667
,2018-07-18 16:00,304.9949302271,299.0713074344,28.6416666667,301.6416666667
,2018-07-18 17:00,302.2622540802,297.8886056173,27.3166666667,300.3166666667
,2018-07-18 18:00,299.4032637715,295.5102412238,24.025,297.025
,2018-07-18 19:00,293.6639566801,292.7389439709,21.1166666667,294.1166666667
,2018-07-18 20:00,291.4955954544,292.7416666667,19.7416666667,292.7416666667
,2018-07-18 21:00,290.8406502735,292.0666666667,19.0666666667,292.0666666667
,2018-07-18 22:00,290.2688419968,291.3833333333,18.3833333333,291.3833333333
,2018-07-18 23:00,289.9628448427,290.9416666667,17.9416666667,290.9416666667
,2018-07-19 00:00,289.6265403093,290.5666666667,17.5666666667,290.5666666667
,2018-07-19 01:00,289.5533407921,290.4166666667,17.4166666667,290.4166666667
,2018-07-19 02:00,289.2434483972,290.0583333333,17.0583333333,290.0583333333
,2018-07-19 03:00,289.1068842482,289.8333333333,16.8333333333,289.8333333333
,2018-07-19 04:00,288.8718360703,289.5583333333,16.5583333333,289.5583333333
,2018-07-19 05:00,299.5790763423,289.3207799497,16.6166666667,289.6166666667
,2018-07-19 06:00,297.0898364354,290.11113464,17.15,290.15
,2018-07-19 07:00,307.3085832882,293.7897704447,21.1083333333,294.1083333333
,2018-07-19 08:00,309.1350650552,296.3938813749,24.1416666667,297.1416666667
,2018-07-19 09:00,308.7652601352,298.2791676843,26.5416666667,299.5416666667
,2018-07-19 10:00,306.2028981281,298.7825951248,27.1583333333,300.1583333333
,2018-07-19 11:00,305.7836167069,299.0194390191,27.3333333333,300.3333333333
,2018-07-19 12:00,306.5405124505,299.5998671631,28.0333333333,301.0333333333
,2018-07-19 13:00,305.8238637882,299.4956464933,27.85,300.85
,2018-07-19 14:00,303.4403239222,298.9707342617,27.2916666667,300.2916666667
,2018-07-19 15:00,300.2413727844,297.2440693117,24.95,297.95
,2018-07-19 16:00,300.3871755777,297.3005304767,24.6083333333,297.6083333333
,2018-07-19 17:00,298.0088012736,295.0531739257,21.7333333333,294.7333333333
,2018-07-19 18:00,296.1382326597,294.4266550043,21.175,294.175
,2018-07-19 19:00,293.7358615652,292.7577176018,19.825,292.825
,2018-07-19 20:00,291.90674362,291.9583333333,18.9583333333,291.9583333333
,2018-07-19 21:00,291.3086251181,291.3583333333,18.3583333333,291.3583333333
,2018-07-19 22:00,291.058671193,291.1166666667,18.1166666667,291.1166666667
,2018-07-19 23:00,290.9639545738,291,18,291
,2018-07-20 00:00,291.0009332103,291.0166666667,18.0166666667,291.0166666667
,2018-07-20 01:00,290.7679578115,290.7916666667,17.7916666667,290.7916666667
,2018-07-20 02:00,290.5808399533,290.625,17.625,290.625
,2018-07-20 03:00,290.4255416467,290.4916666667,17.4916666667,290.4916666667
,2018-07-20 04:00,289.9860556318,290.0166666667,17.0166666667,290.0166666667
,2018-07-20 05:00,299.9604753164,290.3304719904,17.125,290.125
,2018-07-20 06:00,300.1847837257,291.5176429336,17.875,290.875
,2018-07-20 07:00,308.8959636764,294.3905010832,20.8416666667,293.8416666667
,2018-07-20 08:00,307.1706424128,296.7082291522,24.0833333333,297.0833333333
,2018-07-20 09:00,307.5806518871,298.4640139118,26.2,299.2
,2018-07-20 10:00,308.1266320106,299.6122935141,27.575,300.575
,2018-07-20 11:00,307.4099523712,299.6149781046,27.5583333333,300.5583333333
,2018-07-20 12:00,306.0037926477,299.5672390559,27.5833333333,300.5833333333
,2018-07-20 13:00,298.0778643637,296.5394525182,23.9666666667,296.9666666667
,2018-07-20 14:00,294.9335245766,294.1373717325,20.8083333333,293.8083333333
,2018-07-20 15:00,294.6938580301,293.184633216,19.6333333333,292.6333333333
,2018-07-20 16:00,297.2230306825,292.9400853751,19.2916666667,292.2916666667
,2018-07-20 17:00,298.1860460896,294.2075820042,20.9333333333,293.9333333333
,2018-07-20 18:00,293.4535516277,292.5992423642,19.4333333333,292.4333333333
,2018-07-20 19:00,292.1960086441,291.9128620449,18.925,291.925
,2018-07-20 20:00,291.0741277038,291.075,18.075,291.075
,2018-07-20 21:00,290.7567792339,290.7333333333,17.7333333333,290.7333333333
,2018-07-20 22:00,290.4858069327,290.45,17.45,290.45
,2018-07-20 23:00,290.2765128009,290.2416666667,17.2416666667,290.2416666667
,2018-07-21 00:00,289.8895194763,289.8416666667,16.8416666667,289.8416666667
,2018-07-21 01:00,289.7880496048,289.7333333333,16.7333333333,289.7333333333
,2018-07-21 02:00,289.3934215469,289.3333333333,16.3333333333,289.3333333333
,2018-07-21 03:00,288.0525392515,288.175,15.175,288.175
,2018-07-21 04:00,287.0947730144,287.0833333333,14.0833333333,287.0833333333
,2018-07-21 05:00,298.8569977813,287.6804232996,14.1166666667,287.1166666667
,2018-07-21 06:00,298.6622806357,288.6622651108,14.8166666667,287.8166666667
,2018-07-21 07:00,298.2295447839,290.0615694485,16.0833333333,289.0833333333
,2018-07-21 08:00,301.765196557,291.609001737,17.6916666667,290.6916666667
,2018-07-21 09:00,304.6986722257,293.99799508,20.2083333333,293.2083333333
,2018-07-21 10:00,308.5691608405,295.4961197193,20.9916666667,293.9916666667
,2018-07-21 11:00,310.1785818034,296.609344599,22.2916666667,295.2916666667
,2018-07-21 12:00,300.409190738,295.2518600767,22.6416666667,295.6416666667
,2018-07-21 13:00,298.6999356301,294.9561160288,22.3083333333,295.3083333333
,2018-07-21 14:00,294.761456514,293.4585600157,20.3583333333,293.3583333333
,2018-07-21 15:00,294.8832899821,291.827468376,17.925,290.925
,2018-07-21 16:00,294.0437266995,291.4919007784,17.9666666667,290.9666666667
,2018-07-21 17:00,304.114000257,293.5573163551,19.9333333333,292.9333333333
,2018-07-21 18:00,298.3859048592,292.4215305585,19.2083333333,292.2083333333
,2018-07-21 19:00,292.3117272776,290.5831789979,17.625,290.625
,2018-07-21 20:00,288.9784390731,288.975,15.975,288.975
,2018-07-21 21:00,288.3874314857,288.35,15.35,288.35
,2018-07-21 22:00,287.9528653347,287.9083333333,14.9083333333,287.9083333333
,2018-07-21 23:00,287.8356718508,287.7916666667,14.7916666667,287.7916666667
,2018-07-22 00:00,287.8716250123,287.8083333333,14.8083333333,287.8083333333
,2018-07-22 01:00,287.6649637013,287.5916666667,14.5916666667,287.5916666667
,2018-07-22 02:00,287.321961235,287.25,14.25,287.25
,2018-07-22 03:00,287.3676325315,287.3,14.3,287.3
,2018-07-22 04:00,287.2913977565,287.2333333333,14.2333333333,287.2333333333
,2018-07-22 05:00,294.1940950674,287.3311763985,13.8166666667,286.8166666667
,2018-07-22 06:00,291.9612511082,287.5662815703,13.8166666667,286.8166666667
,2018-07-22 07:00,303.8549993462,290.9810890296,17.4,290.4
,2018-07-22 08:00,306.2300552412,293.8412160282,20.675,293.675
,2018-07-22 09:00,306.2906294773,296.1656855443,23.6166666667,296.6166666667
,2018-07-22 10:00,306.4103427971,297.272009658,25.1,298.1
,2018-07-22 11:00,306.0141234428,297.7841162606,25.775,298.775
,2018-07-22 12:00,304.4805902016,297.533023396,25.4,298.4
,2018-07-22 13:00,298.0143337937,295.3816219632,22.8916666667,295.8916666667
,2018-07-22 14:00,301.2546606483,295.7921121589,22.7666666667,295.7666666667
,2018-07-22 15:00,301.0064249921,296.4473903785,23.6416666667,296.6416666667
,2018-07-22 16:00,300.5953580216,295.7330625901,22.8166666667,295.8166666667
,2018-07-22 17:00,298.7354621794,295.1822614404,22.625,295.625
,2018-07-22 18:00,296.3621137317,293.69709398,20.6833333333,293.6833333333
,2018-07-22 19:00,293.7212548064,292.0956158033,19.1916666667,292.1916666667
,2018-07-22 20:00,291.1378283775,291.175,18.175,291.175
,2018-07-22 21:00,290.6702441674,291.0583333333,18.0583333333,291.0583333333
,2018-07-22 22:00,289.7959199733,289.9833333333,16.9833333333,289.9833333333
,2018-07-22 23:00,289.1506895543,289.2,16.2,289.2
,2018-07-23 00:00,288.0865053817,288.0916666667,15.0916666667,288.0916666667
,2018-07-23 01:00,287.5034319853,287.475,14.475,287.475
,2018-07-23 02:00,287.3483386751,287.3083333333,14.3083333333,287.3083333333
,2018-07-23 03:00,287.358013543,287.3083333333,14.3083333333,287.3083333333
,2018-07-23 04:00,286.9604989987,286.9083333333,13.9083333333,286.9083333333
,2018-07-23 05:00,300.4825909952,286.8926741402,13.5583333333,286.5583333333
,2018-07-23 06:00,290.8044964723,287.8810975315,14.4,287.4
,2018-07-23 07:00,301.9140113048,290.9506441082,17.375,290.375
,2018-07-23 08:00,306.2462971799,294.1803819051,21.15,294.15
,2018-07-23 09:00,305.8349099029,296.478049657,24.09,297.09
,2018-07-23 10:00,307.3772061012,297.9209155301,25.8333333333,298.8333333333
,2018-07-23 11:00,307.1770015271,298.6468617486,26.8666666667,299.8666666667
,2018-07-23 12:00,306.539067344,298.7729359644,27.1833333333,300.1833333333
,2018-07-23 13:00,307.225318792,299.2324079907,28.075,301.075
,2018-07-23 14:00,304.2766602146,298.8467907177,27.325,300.325
,2018-07-23 15:00,304.4896634128,298.4990055864,26.8,299.8
,2018-07-23 16:00,301.7678826652,297.584063036,25.8083333333,298.8083333333
,2018-07-23 17:00,298.8966942312,296.202566163,24.2416666667,297.2416666667
,2018-07-23 18:00,300.1468803779,295.5416710974,23.4583333333,296.4583333333
,2018-07-23 19:00,294.8191820296,293.5013873319,21.3666666667,294.3666666667
,2018-07-23 20:00,291.7037698121,292.0833333333,19.0833333333,292.0833333333
,2018-07-23 21:00,290.984698868,291.2416666667,18.2416666667,291.2416666667
,2018-07-23 22:00,290.3708968734,290.5083333333,17.5083333333,290.5083333333
,2018-07-23 23:00,289.6736378468,289.75,16.75,289.75
,2018-07-24 00:00,288.8680093538,288.9416666667,15.9416666667,288.9416666667
,2018-07-24 01:00,287.9613472021,288.2666666667,15.2666666667,288.2666666667
,2018-07-24 02:00,287.7673626761,288.2166666667,15.2166666667,288.2166666667
,2018-07-24 03:00,287.4220909371,287.9166666667,14.9166666667,287.9166666667
,2018-07-24 04:00,287.3288385149,287.95,14.95,287.95
,2018-07-24 05:00,307.0749268483,287.9247127977,14.9916666667,287.9916666667
,2018-07-24 06:00,291.217136422,288.3921087694,15.5083333333,288.5083333333
,2018-07-24 07:00,315.7834300479,292.7333057488,19.125,292.125
,2018-07-24 08:00,306.5078877682,295.0723161186,22.7166666667,295.7166666667
,2018-07-24 09:00,307.0628402661,297.2462409017,25.1583333333,298.1583333333
,2018-07-24 10:00,302.5384247152,296.74732106,24.95,297.95
,2018-07-24 11:00,304.6351788814,297.4332699951,25.6083333333,298.6083333333
,2018-07-24 12:00,303.0384668407,297.810501346,26.3083333333,299.3083333333
,2018-07-24 13:00,306.910846161,299.0044369369,27.6333333333,300.6333333333
,2018-07-24 14:00,307.2113560945,299.3414656091,28.2666666667,301.2666666667
,2018-07-24 15:00,306.8552789032,299.8995500314,28.9666666667,301.9666666667
,2018-07-24 16:00,305.6586114622,299.1400543914,28.0666666667,301.0666666667
,2018-07-24 17:00,302.0893407314,296.8669741236,24.7833333333,297.7833333333
,2018-07-24 18:00,297.8153750223,294.8037800125,22.6083333333,295.6083333333
,2018-07-24 19:00,293.802207312,292.8805959116,20.6666666667,293.6666666667
,2018-07-24 20:00,291.741079666,292.4333333333,19.4333333333,292.4333333333
,2018-07-24 21:00,291.0771878853,291.65,18.65,291.65
